variable_id,domain,concepts,question_text,value_labels,validation_phrase,validation_phrase_occurrences,validation_phrase_score
YEAR,Survey Administration,"interview year, survey timing","Interview year 

Variable: MONTH 
  Question: Interview month",1=January; 2=February; 3=March; 4=April; 5=May; 6=June; 7=July; 8=August; 9=September; 10=October; 11=November; 12=December,interview year variable: month question:,1,132.0
q1,Economic Perception,"economic condition, national level, current evaluation",1 How would you rate the overall economic condition of our country today?,1=Very good; 2=Good; 3=So-so [not good nor bad]; 4=Bad; 5=Very bad; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,1 how would you rate,1,132.0
q10,Political Perception,"political parties, evaluation, temporal comparison",10 Political parties [not any specific party],-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,10 political parties [not any,1,132.0
q100,Election and Accountability,"elections, government accountability, responsibility","99 Citizens are able to remove a government they don't like through elections. 100  In our country, parties and candidates not in power have opportunities to be elected into government.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 100,1,132.0
q101,Election and Accountability,"elections, government accountability, responsibility, temporal comparison","99 Citizens are able to remove a government they don't like through elections. 101  Between elections, the people have no way of holding the government responsible for its actions.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 101,1,132.0
q102,Judicial Independence,"judicial independence, government accountability, rule of law","99 Citizens are able to remove a government they don't like through elections. 102  When government leaders break the laws, there is nothing the court can do.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 102,1,132.0
q103,Ethnic Equality,"ethnic equality, government treatment, equality",99 Citizens are able to remove a government they don't like through elections. 103  All citizens from different ethnic communities in the [Country X] are treated equally by the government.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 103,1,132.0
q104,Social Equality,"social equality, government treatment, equality",99 Citizens are able to remove a government they don't like through elections. 104  Rich and poor people are treated equally by the government.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 104,1,132.0
q105,Basic Needs Satisfaction,"basic needs, satisfaction, well-being","99 Citizens are able to remove a government they don't like through elections. 105  People have basic necessities like food, clothes, and shelter.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 105,1,132.0
q106,Freedom of Speech,"freedom of speech, government control, expression",99 Citizens are able to remove a government they don't like through elections. 106  People are free to speak what they think without fear.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 106,1,132.0
q107,Freedom of Association,"freedom of association, government control, organization",99 Citizens are able to remove a government they don't like through elections. 107  People can join any organization they like without fear.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,don't like through elections. 107,1,132.0
q108,Government Transparency,"government transparency, information disclosure, accountability",108 How often do government officials withhold important information from the public?,-1=Missing; 0=Not applicable; 1=Always; 2=Most of the time; 3=Sometimes; 4=Rarely; 5=Not at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,108 how often do government,2,46.66904755831214
q109,Trust in Government,"government transparency, official behavior, frequency assessment",108 How often do government officials withhold important information from the public? 109 How often do you think government leaders break the law or abuse their power?,-1=Missing; 0=Not applicable; 1=Always; 2=Most of the time; 3=Sometimes; 4=Rarely; 5=Not at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,information from the public? 109,1,132.0
q11,Unknown,,11 Parliament,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,11 parliament,1,92.4
q110,Elections and Representation,"election quality, choice availability, temporal comparison",110 How often do you think our elections offer the voters a real choice between different parties/candidates?,-1=Missing; 0=Not applicable; 1=Always; 2=Most of the time; 3=Sometimes; 4=Rarely; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,110 how often do you,1,132.0
q111,Legislative Effectiveness,"legislative capability, government accountability, evaluation",111 To what extent is the legislature capable of keeping government leaders in check?,-1=Missing; 0=Not applicable; 1=Very capable; 2=Capable; 3=Not capable; 4=Not at all capable; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,111 to what extent is,1,132.0
q112,Government Responsiveness,"government responsiveness, citizen needs, evaluation",112 How well do you think the government responds to what people want?,-1=Missing; 0=Not applicable; 1=Very responsive; 2=Largely responsive; 3=Not very responsive; 4=Not responsive at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,you think the government responds,1,132.0
q113,Elections and Representation,"election impact, government responsiveness, evaluation",113 How much do you feel that having elections make the government more responsive to people's needs?,-1=Missing; 0=Not applicable; 1=A good deal; 2=Quite a lot; 3=Not much; 4=Not at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,you feel that having elections,1,132.0
q114,Government Effectiveness,"government capability, law enforcement, policy implementation",114 How capable is the government of enforcing laws and implementing policies?,-1=Missing; 0=Not applicable; 1=Very capable; 2=Capable; 3=Not capable; 4=Not at all capable; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,how capable is the government,1,132.0
q115,Government Corruption,"corruption prevalence, bribery, government level",115 How widespread do you think corruption and bribe-taking are in your local/municipal government?,-1=Missing; 0=Not applicable; 1=Hardly anyone is involved; 2=Not a lot of officials are corrupt; 3=Most officials are corrupt; 4=Almost everyone is corrupt; 5=No one is involved; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,115 how widespread do you,2,46.66904755831214
q116,Government Corruption,"corruption prevalence, bribery, government level",115 How widespread do you think corruption and bribe-taking are in your local/municipal government? 116 How widespread do you think corruption and bribe-taking are in the national government?,-1=Missing; 0=Not applicable; 1=Hardly anyone is involved; 2=Not a lot of officials are corrupt; 3=Most officials are corrupt; 4=Almost everyone is corrupt; 5=No one is involved; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,your local/municipal government? 116 how,1,132.0
q117,Government Corruption,"corruption effectiveness, government action, evaluation",117 How effective is the government in cracking down on corruption?,-1=Missing; 0=Not applicable; 1=Very effective; 2=Somewhat effective; 3=Not very effective; 4=Not effective at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,how effective is the government,1,132.0
q118,Corruption Perception,"corruption, government official, personal experience",118 Have you or anyone you know personally witnessed an act of corruption or bribe-taking by a politician or government official in the past year?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,118 have you or anyone,1,132.0
q119a,Corruption Perception,"personal experience, information source",119a Did you personally witness it or were you told about it by a family member or friend who personally witnessed? Personally witnessed,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 9=Don't know; 99=Decline to answer,friend who personally witnessed? personally,1,132.0
q119b,Corruption Perception,"personal experience, information source",119a Did you personally witness it or were you told about it by a family member or friend who personally witnessed? 119b Did you personally witness it or were you told about it by a family member or friend who personally witnessed? Told about it by a family member who personally witnessed,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 9=Don't know; 99=Decline to answer,friend who personally witnessed? 119b,1,132.0
q119c,Corruption Perception,"personal experience, information source",119a Did you personally witness it or were you told about it by a family member or friend who personally witnessed? 119c Did you personally witness it or were you told about it by a family member or friend who personally witnessed? Told about it by a friend who personally witnessed,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 9=Don't know; 99=Decline to answer,friend who personally witnessed? 119c,1,132.0
q12,Public Service,civil service,12 Civil Service,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,12 civil service,1,132.0
q120,Economic Perception,"economic condition, national level, current evaluation",120 Where would you place China today on this scale?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,120 where would you place,4,16.5
q121,Economic Perception,"economic condition, national level, current evaluation",120 Where would you place China today on this scale? 121 Where would you place the United States of America today on this scale?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,today on this scale? 121,1,132.0
q122,Economic Perception,"economic condition, national level, current evaluation",120 Where would you place China today on this scale? 122 Where would you place Japan today on this scale?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,today on this scale? 122,1,132.0
q123,Economic Perception,"economic condition, national level, current evaluation",120 Where would you place China today on this scale? 123 Where would you place India today on this scale?,-1=Missing; 0=Not applicable; 1=Completely undemocratic; 10=Completely democratic; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,today on this scale? 123,1,132.0
q124,Public Opinion,"opinion, statement",124 Which of the following statements comes closest to your own opinion?,"-1=Missing; 0=Not applicable; 1=Democracy is always preferable to any other kind of government; 2=Under some circumstances, an authoritarian government can be preferable to a democratic one; 3=For people like me, it does not matter whether we have a democratic or a nondemocratic regime; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer",124 which of the following,1,132.0
q125,Political Perception,"evaluation, temporal comparison, personal view",125 Which of the following statements comes closer to your own view?,-1=Missing; 0=Not applicable; 1=Democracy is capable of solving the problems of our society; 2=Democracy cannot solve our society's problems; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,125 which of the following,1,132.0
q126,Value Prioritization,"democracy, economic development, evaluation","126 If you had to choose between democracy and economic development, which would you say is more important?",-1=Missing; 0=Not applicable; 1=Economic development is definitely more important; 2=Economic development is somewhat more important; 3=Democracy is somewhat more important; 4=Democracy is definitely more important; 5=They are both equally important; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,had to choose between democracy,1,132.0
q127,Value Prioritization,"economic inequality, political freedom, evaluation","127 If you had to choose between reducing economic inequality and protecting political freedom, which would you say is more important?",-1=Missing; 0=Not applicable; 1=Reducing economic inequality is definitely more important; 2=Reducing economic inequality is somewhat more important; 3=Protecting political freedom is somewhat more important; 4=Protecting political freedom is definitely more important; 5=They are both equally important; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,had to choose between reducing,1,132.0
q128,Political Perception,"democracy, evaluation, government form","128 Do you agree or disagree with the following statement: 'Democracy may have its problems, but it is still the best form of government's?",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Agree; 3=Disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,128 do you agree or,1,132.0
q129,Political System,"parliament, elections, strong leader",129 We should get rid of parliament and elections and have a strong leader to decide things.,-1=Missing; 0=Not applicable; 1=Strongly approve; 2=Approve; 3=Disapprove; 4=Strongly disapprove; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,129 we should get rid,4,16.5
q13,Trust in Institutions,"military, armed forces, trust",13 The military or armed forces,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,13 the military or armed,1,132.0
q130,Political System,"single party, elections, office",129 We should get rid of parliament and elections and have a strong leader to decide things. 130 Only one political party is allowed to stand for election and hold office.,-1=Missing; 0=Not applicable; 1=Strongly approve; 2=Approve; 3=Disapprove; 4=Strongly disapprove; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,leader to decide things. 130,1,132.0
q131,Political System,"military, governance, intervention",129 We should get rid of parliament and elections and have a strong leader to decide things. 131 The army (military) should come in to govern the country.,-1=Missing; 0=Not applicable; 1=Strongly approve; 2=Approve; 3=Disapprove; 4=Strongly disapprove; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,leader to decide things. 131,1,132.0
q132,Political System,"experts, decision-making, representation",129 We should get rid of parliament and elections and have a strong leader to decide things. 132 We should get rid of elections and parliaments and have experts make decisions on behalf of the people.,-1=Missing; 0=Not applicable; 1=Strongly approve; 2=Approve; 3=Disapprove; 4=Strongly disapprove; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,leader to decide things. 132,1,132.0
q133,Political Participation,"participation, politics, self-efficacy",133 I think I have the ability to participate in politics.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,133 i think i have,5,11.806438921198891
q134,Trust in Government,"participation in politics, understanding of government, evaluation of complexity",133 I think I have the ability to participate in politics. 134 Sometimes politics and government seems so complicated that a person like me can't really understand what is going on.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,participate in politics. 134 sometimes,1,132.0
q135,Trust in Government,"participation in politics, influence on government, evaluation of power",133 I think I have the ability to participate in politics. 135 People like me don't have any influence over what the government does.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,participate in politics. 135 people,1,132.0
q136,Trust in Government,"trust in government officials, evaluation of morality, evaluation of rightness",133 I think I have the ability to participate in politics. 136 You can generally trust the people who run our government to do what is right.,-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,participate in politics. 136 you,1,132.0
q137,National Identity,"loyalty to country, evaluation of country, national values","133 I think I have the ability to participate in politics. 137 A citizen should always remain loyal only to his country, no matter how imperfect it is or what wrong it has done.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,politics. 137 a citizen should,1,132.0
q138,Health Perception,"Covid-19 experience, health condition, personal experience",138 Have you or your family members previously contracted the Covid-19 virus?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 97=Do not understand the question; 98=Don't know; 99=Decline to answer,you or your family members,1,132.0
q139a,Health Perception,"serious illness or death, health condition, personal experience",139a Did you or a member of your family suffer from serious illness or death?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 8=Don't know; 9=Decline to answer,member of your family suffer,4,16.5
q139b,Economic Perception,"serious illness or death, job loss, economic impact",139a Did you or a member of your family suffer from serious illness or death? 139b Did you or a member of your family suffer from loss of job,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 8=Don't know; 9=Decline to answer,serious illness or death? 139b,1,132.0
q139c,Economic Perception,"serious illness or death, household income loss, economic impact",139a Did you or a member of your family suffer from serious illness or death? 139c Did you or a member of your family suffer from loss of household income?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 8=Don't know; 9=Decline to answer,serious illness or death? 139c,1,132.0
q139d,Economic Perception,"serious illness or death, disruption of education, economic impact",139a Did you or a member of your family suffer from serious illness or death? 139d Did you or a member of your family suffer from disruption of my kids' education?,-1=Missing; 0=Not applicable; 1=Yes; 2=No; 8=Don't know; 9=Decline to answer,serious illness or death? 139d,1,132.0
q14,Service Accessibility,"police service, evaluation of service, accessibility",14 The police,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,14 the police,1,132.0
q140,Covid-19 Impact on Livelihood,"negative impact, Covid-19, livelihood, temporal comparison, evaluation","140 Thinking of the negative impact of Covid-19 on your family's livelihood, how serious it is in your view?","-1=Missing; 0=Not applicable; 1=Very serious impact; 2=Serious impact; 3=Some impact, but not serious; 4=Not much impact; 10=Not sure whether there was any impact; 97=Do not understand the question; 98=Don't know; 99=Decline to answer",140 thinking of the negative,1,132.0
q141,Trust in Government Information,"trust, government, information, Covid-19",141 How much do you trust the Covid-19 related information provided by the government?,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not a lot of trust; 4=No trust at all; 5=This is not the government’s responsibility; 97=Do not understand the question; 98=Can't choose; 99=Decline to answer,do you trust the covid-19,1,132.0
q142,Government Handling of Pandemic,"government, handling, pandemic, evaluation",142 How well or badly do you think the government handled the pandemic?,-1=Missing; 0=Not applicable; 1=Very well; 2=Quite well; 3=Badly; 4=Very badly; 97=This is not the government's responsibility; 98=Don't know; 99=Decline to answer,142 how well or badly,1,132.0
q143a,Government Response to Public Health Challenges,"government, response, public health, elections, justification","143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections?",-1=Missing; 0=Not applicable; 1=Always; 2=Sometimes; 3=Never; 8=Don't know; 9=Decline to answer,143awhen there is a public,5,11.806438921198891
q143b,Government Response to Public Health Challenges,"government, response, public health, elections, justification, freedom of speech","143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections? 143b To limit freedom of speech or assembly",-1=Missing; 0=Not applicable; 1=Always; 2=Sometimes; 3=Never; 8=Don't know; 9=Decline to answer,government to postpone elections? 143b,1,132.0
q143c,Government Response to Public Health Challenges,"government, response, public health, elections, justification, media censorship","143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections? 143c To censor the media",-1=Missing; 0=Not applicable; 1=Always; 2=Sometimes; 3=Never; 8=Don't know; 9=Decline to answer,government to postpone elections? 143c,1,132.0
q143d,Government Response to Public Health Challenges,"government, response, public health, elections, justification, location tracking","143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections? 143d To track citizens’ locations at all times",-1=Missing; 0=Not applicable; 1=Always; 2=Sometimes; 3=Never; 8=Don't know; 9=Decline to answer,government to postpone elections? 143d,1,132.0
q143e,Government Response to Public Health Challenges,"government, response, public health, elections, justification, lockdown","143aWhen there is a public health challenge like the coronavirus, is it justifiable for the government to postpone elections? 143e To impose a lockdown for a long time",-1=Missing; 0=Not applicable; 1=Always; 2=Sometimes; 3=Never; 8=Don't know; 9=Decline to answer,government to postpone elections? 143e,1,132.0
q144,Covid-19 Vaccination,"vaccination, Covid-19",144 Have you been vaccinated against Covid-19?,"-1=Missing; 0=Not applicable; 1=Yes; 2=No, but I will get vaccinated when it is available; 3=No, but I will get vaccinated when I can get my preferred vaccine; 4=No. My health condition doesn’t allow me to get vaccinated; 5=No. I prefer not to be vaccinated; 97=Don't understand the question; 98=Don't know; 99=Decline to answer",144 have you been vaccinated,1,132.0
q145,Reasons for Not Vaccinating,"vaccination, Covid-19, reasons, preference",145 Why do you prefer not to be vaccinated against Covid-19?,-1=Missing; 0=Not applicable; 1=I'm worried about the side effects; 2=I don't trust vaccines in general; 3=I don't feel I need to be vaccinated; 4=Other; 5=I don’t trust the producer of the vaccine; 6=I don’t trust the government; 97=Don't understand the question; 98=Don't know; 99=Decline to answer,145 why do you prefer,1,132.0
q145other,Unknown,,"145. Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,145. other specify responses variable:,1,132.0
q147,Social Attitudes and Politics,"government, religion, law","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 147 The government should consult religious authorities when interpreting the laws.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 147,1,132.0
q148,Social Attitudes and Politics,"education, politics, equality","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 148 People with little or no education should have as much say in politics as highly-educated people.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 148,1,132.0
q149,Social Attitudes and Politics,"leadership, decision-making, authority","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 149 Government leaders are like the head of a family; we should all follow their decisions.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 149,1,132.0
q15,Government and Administration,local government,15 Local government,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,15 local government,1,132.0
q150,Social Attitudes and Politics,"government, censorship, free speech","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 150 The government should decide whether certain ideas should be allowed to be discussed in society.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 150,1,132.0
q151,Social Attitudes and Politics,"community, organization, groups","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 151 Harmony of the community will be disrupted if people organize lots of groups.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 151,1,132.0
q152,Justice and the Judiciary,"judges, executive branch, independence","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 152 When judges decide important cases, they should accept the view of the executive branch.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 152,1,132.0
q153,Government and Administration,"government, legislature, accountability","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 153 If the government is constantly checked by the legislature, it cannot possibly accomplish great things.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 153,1,132.0
q154,Social Attitudes and Politics,"leadership, morality, decision-making","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 154 If we have political leaders who are morally upright, we can let them decide everything.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 154,1,132.0
q155,Social Perception,"chaos, societal order, evaluation","Other specify responses 

Variable: q146 
  Question: 146 I have here other statements: Women should not be involved in politics as much as men 155 If people have too many different ways of thinking, society will be chaotic.",-1=Missing; 0=Not applicable; 1=Strongly agree; 2=Somewhat agree; 3=Somewhat disagree; 4=Strongly disagree; 7=Don't understand; 8=Can't choose; 9=Decline to answer,as much as men 155,1,132.0
q156,International Relations,"country learning, international cooperation, evaluation",156 Choose one statement.,-1=Missing; 0=Not applicable; 1=Our country should do more to defend our way of life; 2=Our country should do more to learn more from other countries even if we might lose our country's distinct way of life; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,156 choose one statement.,1,132.0
q156_1,Unknown,,156_1 Our country should do more to learn from other countries(q156+q156a),-1=Missing; 0=Not applicable; 1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,156_1 our country should do,1,132.0
q156a,International Relations,"agreement, evaluation, temporal comparison",156a Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly Agree; 2=Agree; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,156a do you strongly agree,1,132.0
q157,International Relations,"international trade, country development, evaluation",157 Choose one statement.,-1=Missing; 0=Not applicable; 1=Our country should limit the imports of foreign goods to protect our farmers and workers; 2=Our country should do more trade with other countries even if the rise of imports might harm our workers and farmers.; 7=Do not understand; 8=Can't choose; 9=Decline to answer,157 choose one statement.,1,132.0
q157_1,Unknown,,157_1 Our country should do more trade with other countries(q157+q157a),-1=Missing; 0=Not applicable; 1=Strongly disagree; 2=Disagree; 3=Agree; 4=Strongly agree; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,157_1 our country should do,1,132.0
q157a,International Relations,"agreement, evaluation, temporal comparison",157a Do you strongly agree or just agree with the chosen statement?,-1=Missing; 0=Not applicable; 1=Strongly Agree; 2=Agree; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,157a do you strongly agree,1,132.0
q158,Immigration Policy,"immigration policy, government control, evaluation",158 Do you think the government should increase or decrease the inflow of foreign immigrants into the country.,-1=Missing; 0=Not applicable; 1=To increase the flow; 2=Maintain the current inflow of foreigners; 3=Reduce the inflow; 4=Should not allow anymore; 7=Do not understand the question; 8=Can’t choose; 9=Decline to answer,think the government should increase,1,132.0
q159,Economic Perception,"income distribution, fairness, evaluation",159 How fair do you think income distribution in Mongolia,-1=Missing; 0=Not applicable; 1=Very fair; 2=Fair; 3=Unfair; 4=Very unfair; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,159 how fair do you,1,132.0
q16,Election Process,"election commission, evaluation, trust",16 The election commission,-1=Missing; 0=Not applicable; 1=A great deal of trust; 2=Quite a lot of trust; 3=Not very much trust; 4=None at all; 7=Do not understand the question; 8=Can't choose; 9=Decline to answer,16 the election commission,1,132.0
q160a,Social Welfare,"income inequality, social justice, policy intervention",160a Narrow the gap between the rich and the poor,-1=Missing; 0=Not applicable; 1=All; 2=Most; 3=Some; 4=None; 7=Don't understand; 8=Can't choose; 9=Decline to answer,160a narrow the gap between,1,132.0
q160b,Social Welfare,"affordable housing, social welfare, policy intervention",160b Make sure that everyone has affordable housing,-1=Missing; 0=Not applicable; 1=All; 2=Most; 3=Some; 4=None; 7=Don't understand; 8=Can't choose; 9=Decline to answer,160b make sure that everyone,1,132.0
q160c,Healthcare Accessibility,"healthcare access, basic medical care, social welfare",160c Make sure that everyone has access to basic medical care,-1=Missing; 0=Not applicable; 1=All; 2=Most; 3=Some; 4=None; 7=Don't understand; 8=Can't choose; 9=Decline to answer,160c make sure that everyone,1,132.0
q160d,Social Welfare,"basic necessities, food security, shelter security",160d Make sure that basic necessities such as food and shelters are provided for everyone,-1=Missing; 0=Not applicable; 1=All; 2=Most; 3=Some; 4=None; 7=Don't understand; 8=Can't choose; 9=Decline to answer,160d make sure that basic,1,132.0
q161,Economic Perception,"economic uncertainty, income security, temporal comparison",161 How worried are you that your family might lose its major source of income within the next 12 months?,-1=Missing; 0=Not applicable; 1=Very worried; 2=Somewhat worried; 3=Not too worried; 4=Not worried at all; 7=Don't understand the question; 8=Can't choose; 9=Decline to answer,161 how worried are you,1,132.0
